Title,Skills
AI Engineer - Experienced,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME
AI Engineer - Experienced,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME
AI Engineer - Experienced,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME
AI Prompt Engineer,Python basics; JavaScript basics; Intro to NLP; Hugging Face Transformers basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; OpenAI GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Communication; Collaboration; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; Intro to NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing; GPT model exposure; TensorFlow basics; PyTorch basics; Problem-solving; Communication; Teamwork; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; Intro to NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; OpenAI GPT models exposure; TensorFlow basics; PyTorch basics; Critical thinking; Communication; Collaboration; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; NLP introduction; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; GPT models intro; TensorFlow basics; PyTorch basics; Collaboration; Creativity; Problem-solving; Communication
AI Prompt Engineer,Python basics; JavaScript basics; Intro to NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing; OpenAI GPT model basics; TensorFlow basics; PyTorch basics; Critical thinking; Communication; Teamwork; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; Introductory NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; GPT model exposure; TensorFlow basics; PyTorch basics; Problem-solving; Communication; Teamwork; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; Intro NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing; OpenAI GPT intro; TensorFlow basics; PyTorch basics; Communication; Teamwork; Problem-solving; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; NLP basics; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Collaboration; Communication; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; Intro to NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing; OpenAI GPT basics; TensorFlow basics; PyTorch basics; Problem-solving; Communication; Teamwork; Creativity
AI Prompt Engineer,Python basics; JavaScript basics; NLP basics; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Collaboration; Creativity; Communication
AI Prompt Engineer,"Advanced Python; JavaScript advanced; Deep NLP expertise; Hugging Face Transformers; TensorFlow; PyTorch; Advanced prompt design (chain-of-thought, iterative optimization); OpenAI API; Azure Cognitive Services; Machine learning for prompt tuning; Data analysis; Collaboration; Problem-solving; Leadership; Creativity"
AI Prompt Engineer,Python advanced; JavaScript; NLP frameworks; Hugging Face Transformers; PyTorch; TensorFlow; Chain-of-thought prompting; Iterative prompt optimization; OpenAI API; Azure Cognitive Services; Machine learning analysis; Data visualization; Leadership; Problem-solving; Collaboration
AI Prompt Engineer,Python; Advanced NLP; Hugging Face Transformers; PyTorch; TensorFlow; Prompt chain-of-thought; Iterative prompt design; OpenAI API; Azure Cognitive Services; Data analytics; Collaboration; Leadership; Critical thinking; Communication; Creativity
AI Prompt Engineer,Advanced Python; JavaScript; NLP techniques; TensorFlow; PyTorch; Hugging Face; Prompt iterative optimization; Chain-of-thought prompting; API integration (OpenAI/Azure); Data analysis; Leadership; Collaboration; Problem-solving; Creativity; Critical thinking
AI Prompt Engineer,Python; Advanced NLP; Hugging Face Transformers; PyTorch; TensorFlow; Prompt optimization techniques; Chain-of-thought prompts; LLM tuning; OpenAI API; Azure Cognitive Services; Data analytics; Leadership; Problem-solving; Collaboration; Creativity
AI Prompt Engineer,Python; JavaScript; Advanced NLP; TensorFlow; PyTorch; Hugging Face; Prompt chain-of-thought; Iterative prompt optimization; OpenAI API; Azure Cognitive Services; Data analysis; Leadership; Collaboration; Problem-solving; Creativity
AI Prompt Engineer,Advanced Python; NLP frameworks; Hugging Face Transformers; TensorFlow; PyTorch; Chain-of-thought prompting; Iterative prompt optimization; OpenAI API; Azure Cognitive Services; Data analytics; Collaboration; Leadership; Problem-solving; Creativity; Critical thinking
AI Prompt Engineer,Python; Advanced NLP; Hugging Face; PyTorch; TensorFlow; Prompt design optimization; Chain-of-thought prompting; OpenAI API; Azure Cognitive Services; Data analysis; Leadership; Collaboration; Problem-solving; Creativity; Critical thinking
AI Prompt Engineer,Python; Advanced NLP; Hugging Face Transformers; TensorFlow; PyTorch; Prompt optimization techniques; Chain-of-thought prompts; OpenAI API; Azure Cognitive Services; Data analytics; Leadership; Collaboration; Problem-solving; Creativity; Critical thinking
AI Prompt Engineer,Advanced Python; NLP frameworks; Hugging Face; PyTorch; TensorFlow; Prompt chain-of-thought; Iterative prompt optimization; OpenAI API; Azure Cognitive Services; Data analysis; Leadership; Collaboration; Problem-solving; Creativity; Critical thinking
Android Developer Intern,Java; Kotlin; Android Studio; XML; REST APIs; SQLite; UI/UX Basics; Git; MVC
Junior Android Developer,Java; Kotlin; Android Studio; XML; Git; REST API; SQLite; UI/UX Design
Android App Developer Trainee,Kotlin; Java; Android Studio; UI/UX Basics; SQLite; MVC; REST APIs; Git
Entry-level Android Developer,Java; Kotlin; Android Studio; XML; Material Design; SQLite; REST API; Git
Android Developer Intern,Kotlin; Java; Android Studio; XML; UI/UX Basics; Git; SQLite; REST API
Associate Android Developer,Java; Kotlin; Android Studio; XML; UI/UX Design; SQLite; REST API; Git
Trainee Android App Developer,Kotlin; Java; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git
Junior Android Engineer,Java; Kotlin; Android Studio; XML; SQLite; UI/UX Basics; Git; REST APIs
Android Development Intern,Kotlin; Java; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git
Android Developer Trainee,Java; Kotlin; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git
Android Developer,Java; Kotlin; Android Studio; Jetpack; MVVM; Room; REST APIs; Git; Firebase; Unit Testing
Senior Android Developer,Java; Kotlin; Android Studio; MVVM; Clean Architecture; Dagger; Room; REST APIs; Firebase; Unit Testing; CI/CD
Lead Android Engineer,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Room; Firebase; Dagger; Performance Optimization; CI/CD
Android Solutions Engineer,Java; Kotlin; Android Studio; MVVM; Clean Architecture; Jetpack; Room; REST APIs; Firebase; CI/CD; Unit Testing
Principal Android Developer,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing
Android Tech Lead,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing
Senior Android Engineer,Java; Kotlin; Android Studio; MVVM; Jetpack; Clean Architecture; Firebase; Dagger; Room; CI/CD; Unit Testing
Android Architect,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing; Performance Optimization
Android Solutions Architect,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing; Performance Optimization
Principal Android Engineer,Kotlin; Java; Android Studio; MVVM; Clean Architecture; Jetpack; Dagger; Firebase; Room; CI/CD; Unit Testing; Performance Optimization
AR/VR Developer,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender basics; Maya basics; 3D modeling basics; UI/UX fundamentals; Spatial computing basics; Communication; Teamwork; Problem-solving
AR/VR Developer,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; 3D modeling fundamentals; Blender basics; UI/UX fundamentals; Spatial computing basics; Motion tracking basics; Teamwork; Problem-solving; Communication
AR/VR Developer,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender/Maya basics; 3D modeling basics; UI/UX fundamentals; Spatial computing basics; Problem-solving; Teamwork; Communication; Creativity
AR/VR Developer,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender basics; Maya basics; UI/UX fundamentals; Spatial computing basics; Motion tracking basics; Problem-solving; Teamwork; Creativity
AR/VR Developer,C++ basics; C# basics; JavaScript basics; Unity basics; Unreal Engine basics; ARKit basics; ARCore basics; Blender/Maya basics; 3D modeling basics; UI/UX fundamentals; Spatial computing basics; Motion tracking basics; Teamwork; Communication; Problem-solving
AR/VR Developer,C++ advanced; C# advanced; JavaScript advanced; Python basics; Unity advanced; Unreal Engine advanced; ARKit advanced; ARCore advanced; Vuforia; 3D modeling/animation advanced; UI/UX design advanced; Spatial computing; Performance optimization; Cross-platform development; Leadership
AR/VR Developer,C++ advanced; C# advanced; JavaScript advanced; Python basics; Unity advanced; Unreal Engine advanced; ARKit advanced; ARCore advanced; Vuforia; 3D modeling/animation advanced; UI/UX design advanced; Spatial computing; Hardware integration; Performance optimization; Leadership
AR/VR Developer,"C++, C# advanced; JavaScript advanced; Python basics; Unity, Unreal Engine advanced; ARKit, ARCore, Vuforia; 3D modeling/animation advanced; UI/UX design advanced; Spatial computing; Gesture and motion tracking; Performance optimization; Cross-platform development; Machine learning basics; Leadership; Project management; Collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling and animation; UI/UX design expert; Spatial computing; Gesture/motion tracking; Cross-platform deployment; Performance optimization; Machine learning basics; Leadership; Team collaboration; Project management"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D graphics; UI/UX expert; Spatial computing; Gesture/motion tracking; Hardware integration; Performance optimization; Machine learning basics; Leadership; Project management; Collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling and graphics; UI/UX advanced; Spatial computing; Gesture/motion tracking; Performance tuning; Cross-platform development; Machine learning basics; Leadership; Team management; Project coordination"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling/animation expert; UI/UX advanced; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project management; Collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling and animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance optimization; Cross-platform development; Machine learning basics; Leadership; Project coordination; Team collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling/animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform optimization; Performance tuning; Machine learning basics; Leadership; Team management; Project management"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling and animation expert; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance optimization; Cross-platform development; Machine learning basics; Leadership; Project management; Team collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling/animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project coordination; Team collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling/animation expert; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance tuning; Cross-platform development; Machine learning basics; Leadership; Project management; Team collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling and animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project management; Team collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling/animation expert; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project coordination; Team collaboration"
AR/VR Developer,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling/animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance tuning; Cross-platform development; Machine learning basics; Leadership; Project management; Team collaboration"
Backend Developer - Entry Level,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL basics; Git
Backend Developer - Entry Level,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Docker; CI/CD basics
Backend Developer - Entry Level,Node.js; Python; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Cloud Basics; GraphQL basics
Backend Developer - Entry Level,Node.js; Python; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; Git; Docker; Cloud Basics
Backend Developer - Entry Level,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; GraphQL basics; Git; Agile
Backend Developer - Entry Level,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Docker; CI/CD basics
Backend Developer - Entry Level,Node.js; Python; Express.js; Django; Flask; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Docker; Cloud Basics
Backend Developer - Entry Level,Node.js; Python; Java; Express.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; Git; Agile; Docker
Backend Developer - Entry Level,Node.js; Python; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; GraphQL basics; Git; Docker; Cloud Basics
Backend Developer - Entry Level,Node.js; Python; Java; Express.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; Git; Agile
Backend Developer - Experienced,Node.js; Python; Java; Go; Express.js; Django; Flask; Spring Boot; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; Cloud Platforms; Agile
Backend Developer - Experienced,Java; Go; Node.js; Spring Boot; Express.js; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Agile
Backend Developer - Experienced,Python; Node.js; Django; Flask; Express.js; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Agile; HIPAA compliance
Backend Developer - Experienced,Node.js; Python; Java; Express.js; Django; Flask; Spring Boot; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Agile
Backend Developer - Experienced,Python; Node.js; Go; Django; Flask; Express.js; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Cloud; Microservices
Backend Developer - Experienced,Node.js; Java; Python; Express.js; Spring Boot; Django; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Agile; Microservices
Backend Developer - Experienced,Python; Node.js; Java; Django; Flask; Express.js; Spring Boot; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Microservices; Cloud; Agile
Backend Developer - Experienced,Java; Go; Python; Spring Boot; Express.js; Django; PostgreSQL; MySQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; GCP; Agile; Microservices; Security
Backend Developer - Experienced,Node.js; Python; Java; Express.js; Django; Spring Boot; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Cloud; Agile; Microservices; Security
Backend Developer - Experienced,Node.js; Python; Go; Express.js; Django; Flask; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; GCP; Microservices; Security
Big Data Specialist,"Hadoop (HDFS, MapReduce, Hive, Pig); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics (MongoDB, HBase); ETL concepts; Talend basics; Apache NiFi basics; Linux/Unix basics; Analytical thinking; Problem-solving; Teamwork"
Big Data Specialist,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend; Apache NiFi; Linux/Unix basics; Analytical thinking; Curiosity; Teamwork
Big Data Specialist,"Hadoop (HDFS, MapReduce, Hive); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend; Linux/Unix basics; Analytical thinking; Problem-solving; Teamwork"
Big Data Specialist,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; Talend basics; Apache NiFi basics; Linux/Unix basics; Curiosity; Teamwork; Problem-solving
Big Data Specialist,"Hadoop (HDFS, MapReduce, Hive); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork"
Big Data Specialist,Hadoop basics; Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend basics; Linux/Unix basics; Problem-solving; Curiosity; Teamwork
Big Data Specialist,Hadoop ecosystem basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork; Problem-solving
Big Data Specialist,Hadoop basics; Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Curiosity; Teamwork; Analytical thinking
Big Data Specialist,"Hadoop (HDFS, Hive, MapReduce); Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork"
Big Data Specialist,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork; Problem-solving
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java advanced; Python advanced; Scala advanced; Redshift; BigQuery; Snowflake; AWS big data services; Azure big data services; GCP big data services; Tableau; Power BI; MLlib basics; TensorFlow basics; Data governance; Leadership; Collaboration
Big Data Specialist,Hadoop ecosystem; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; QlikView; MLlib; TensorFlow basics; Data governance; Team leadership
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership; Collaboration
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; QlikView; MLlib; TensorFlow basics; Data governance; Collaboration
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership; Collaboration
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Collaboration; Leadership
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership
Big Data Specialist,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Collaboration; Leadership
Blockchain Developer,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Corda basics; Smart contract development and testing; Cryptography basics; DApps basics; Git basics; Truffle basics; Remix IDE basics; Problem-solving; Communication; Teamwork
